ticket_id,query_text,request_type,category,priority,requester_role,department,submitted_at
TCK-D0D732BE,Raising change request to resize compute for billing system before this morning,Change Request,Database Schema/Deployment Change,P3-Medium,Senior Associate,Engineering,2026-06-22T06:36:50
TCK-37277C3A,new joiner needs Postman + standard Legal toolset installed,Service Request,Software Installation Request,P2-High,Senior Associate,HR,2025-07-24T05:48:48
TCK-78FE0CF1,please enable vpn for contractor working with Procurement team,Service Request,VPN Access Setup,P2-High,Senior Associate,Engineering,2025-05-04T22:01:38
TCK-AF08FA84,Need enterprise license upgrade for Postman for 48 users,Service Request,Software Installation Request,P4-Low,Team Lead,Sales,2025-03-14T23:04:41
TCK-FBE8D1C3,can someone set up Zoom on my machine before EOD,Service Request,Software Installation Request,P3-Medium,Associate,Legal,2025-05-28T06:37:13
TCK-A26AA9DA,Need enterprise license upgrade for Docker Desktop for 14 users,Service Request,Software License Request,P3-Medium,Manager,Design,2025-07-03T03:47:58
TCK-EED00562,"Postman crashes every time i open a file, error code timeout-504",Incident,Application Crash or Error,P1-Critical,Senior Associate,DevOps,2025-09-06T02:44:09
TCK-B73350D3,"Anaconda crashes every time i start my shift, error code 403",Incident,Application Crash or Error,P2-High,Senior Associate,Procurement,2025-06-24T16:49:27
TCK-5D63C11B,requesting deployment window for Tableau hotfix asap,Change Request,Application Deployment/Release,P2-High,Team Lead,Finance,2025-12-01T10:17:32
TCK-03F99511,Raising change request to resize compute for client SFTP before yesterday,Change Request,Server Configuration Change,P2-High,Associate,Legal,2025-08-06T02:52:17
TCK-65A8036B,can someone set up Figma on my machine at the earliest,Service Request,Software License Request,P4-Low,Associate,DevOps,2025-06-15T19:45:56
TCK-DE30677E,"cant print from Outlook, other apps print fine",Incident,Printer Not Working,P3-Medium,Associate,HR,2025-10-30T02:07:26
TCK-8E9D03FD,"Unable to open Excel, keeps saying 'application not responding'",Incident,Application Crash or Error,P2-High,Team Lead,Data Science,2026-04-15T05:34:42
TCK-AACC5A8E,New joiner needs Figma + standard DevOps toolset installed,Service Request,Software Installation Request,P3-Medium,Associate,Procurement,2026-05-02T12:22:44
TCK-615DA34D,"Requesting a new laptop, current one is 44 years old and slow",Service Request,New Hardware/Peripheral Request,P4-Low,Associate,Procurement,2026-06-30T22:36:56
TCK-DF4482A0,"Offboarding: revoke shared drive access for exiting team member urgently, blocking a client deliverable",Admin,Employee Offboarding/Asset Return,P2-High,Manager,Data Science,2026-01-19T18:26:15
TCK-AFFF232C,"Please grant access to staging server repo, approved by Jeanette",Service Request,Access/Permission Request,P3-Medium,Team Lead,Data Science,2026-08-15T08:17:19
TCK-97BD403E,"My VPN keeps disconnecting every 10 mins, can't join the client call",Incident,Network/VPN Connectivity Issue,P2-High,Associate,Legal,2026-07-03T14:57:37
TCK-E2833EB0,RFC for production release of Tableau v19.0 this sprint,Change Request,Application Deployment/Release,P2-High,VP,Marketing,2025-05-05T07:08:39
TCK-F44424B6,Need Git client installed on my laptop for Sales work,Service Request,Software Installation Request,P1-Critical,Manager,DevOps,2026-01-27T03:34:49
TCK-576168D0,need enterprise license upgrade for Jira for 37 users,Service Request,Software License Request,P4-Low,Senior Associate,Marketing,2025-09-18T17:27:54
TCK-B7ECEB15,"Password reset email never arrived, checked spam urgently, blocking a client deliverable",Service Request,Password Reset,P2-High,Team Lead,Design,2026-07-15T14:34:04
TCK-E0975C19,need vpn access configured for new remote hire in Engineering,Service Request,VPN Access Setup,P3-Medium,Manager,Design,2025-12-04T13:21:29
TCK-32324A7F,Need firewall rule opened for port 43 to billing system,Change Request,Firewall/Network Change,P2-High,Senior Associate,Sales,2025-04-15T05:23:33
TCK-6AA5E85D,"Need an external monitor for wfh setup, approved by Nancy",Service Request,New Hardware/Peripheral Request,P4-Low,Associate,DevOps,2026-09-02T10:56:40
TCK-46988A40,Requesting approval to add new column to analytics dashboard schema at the earliest,Change Request,Database Schema/Deployment Change,P2-High,Team Lead,QA,2025-05-22T04:44:44
TCK-BFECEF73,can someone set up Postman on my machine,Service Request,Software Installation Request,P2-High,Associate,Legal,2026-06-26T00:15:09
TCK-10B08565,need read/write access to billing system for Marketing project,Service Request,Access/Permission Request,P3-Medium,Senior Manager,Sales,2025-12-21T00:02:11
TCK-083820AB,"new hire joining HR on since the reboot, needs full IT setup",Admin,Employee Onboarding Setup,P4-Low,Director,QA,2025-10-14T16:08:03
TCK-525ED529,new joiner needs IntelliJ IDEA + standard Sales toolset installed,Service Request,Software Installation Request,P1-Critical,Senior Associate,DevOps,2025-05-17T22:35:55
TCK-59E14063,"Anaconda freezes when i try to open a file, need this fixed before EOD",Incident,Application Crash or Error,P2-High,Director,Finance,2026-03-26T12:54:39
TCK-06C6DC1A,Requesting Jeffrey be added as owner of Marketing DL,Service Request,Distribution List / Mailbox Request,P3-Medium,Senior Associate,Engineering,2026-02-14T07:37:46
TCK-4EC2331E,"Locked out of my account after 47 failed attempts,",Incident,Login/Authentication Failure,P2-High,Associate,QA,2026-03-28T08:01:56
TCK-2B90A106,shared mailbox for Sales not accessible since this morning,Incident,Email/Outlook Issue,P3-Medium,Team Lead,Data Science,2026-06-26T09:22:53
TCK-ED737486,Offboarding: revoke internal wiki access for exiting team member today if possible,Admin,Employee Offboarding/Asset Return,P3-Medium,Senior Associate,QA,2026-01-14T05:34:00
TCK-E169C3FB,requesting additional Postman seat for new Design hire,Service Request,Software License Request,P4-Low,Associate,Data Science,2026-06-02T17:33:00
TCK-505AA25E,"offboarding: revoke client SFTP access for exiting team member urgently, blocking a client deliverable",Admin,Employee Offboarding/Asset Return,P3-Medium,Manager,QA,2026-02-12T18:54:43
TCK-0B4BE14B,requesting elevated access to build pipeline to debug prod issue at the earliest,Service Request,Access/Permission Request,P2-High,Director,DevOps,2026-03-04T01:41:56
TCK-7F404E05,"Adobe Photoshop crashes every time i run a report, error code 0x80070005",Incident,Application Crash or Error,P2-High,Senior Associate,HR,2025-09-27T07:28:25
TCK-2E0B60FA,"New hire joining Design on for the past 2 days, needs full IT setup",Admin,Employee Onboarding Setup,P3-Medium,Senior Manager,Customer Support,2026-08-26T21:53:13
TCK-31ED467B,Please enable vpn for contractor working with Legal team,Service Request,VPN Access Setup,P3-Medium,VP,Design,2025-04-20T12:39:58
TCK-FEE68F0F,New joiner needs Zoom + standard Finance toolset installed,Service Request,Software Installation Request,P4-Low,Team Lead,Finance,2026-09-08T09:52:37
TCK-8F1C28D6,Raising change request to resize compute for shared drive before after the last update,Change Request,Server Configuration Change,P2-High,Director,Data Science,2025-10-04T19:32:21
TCK-74462AE9,Need approval to deploy IntelliJ IDEA config change to prod,Change Request,Application Deployment/Release,P3-Medium,Associate,HR,2025-07-26T01:01:11
TCK-907F3EE5,requesting additional SAP GUI seat for new Legal hire,Service Request,Software License Request,P4-Low,Senior Associate,Engineering,2026-01-05T15:36:13
TCK-CAB45B11,"Git client freezes when i try to submit the deliverable, need this fixed urgently, blocking a client deliverable",Incident,Application Crash or Error,P2-High,Team Lead,Procurement,2025-11-20T02:18:16
TCK-32ED966E,requesting deployment window for Adobe Photoshop hotfix,Change Request,Application Deployment/Release,P1-Critical,Manager,Procurement,2025-08-08T19:33:48
TCK-5CB21EE6,Plz remove me from the old Customer Support mailing list,Service Request,Distribution List / Mailbox Request,P3-Medium,Associate,QA,2026-04-11T12:22:23
TCK-C6AF4D19,"WinSCP freezes when i try to submit the deliverable, need this fixed today if possible",Incident,Application Crash or Error,P2-High,Senior Manager,DevOps,2026-01-17T12:20:51
TCK-899FBF49,need enterprise license upgrade for MS Teams for 19 users,Service Request,Software License Request,P3-Medium,Associate,Customer Support,2025-05-12T09:09:49
TCK-DEEAE33F,can someone set up Jira on my machine asap,Service Request,Software Installation Request,P4-Low,Team Lead,Engineering,2025-05-23T17:27:19
TCK-664CA65F,"Please grant access to analytics dashboard repo, approved by Dustin",Service Request,Access/Permission Request,P3-Medium,Team Lead,Customer Support,2025-12-03T14:44:30
TCK-950010F0,Offboarding: revoke internal wiki access for exiting team member before EOD,Admin,Employee Offboarding/Asset Return,P2-High,Manager,HR,2025-07-12T19:15:20
TCK-EF9C5FE4,RFC for production release of Putty v19.0 this sprint,Change Request,Application Deployment/Release,P3-Medium,Senior Associate,Engineering,2025-08-31T11:37:08
TCK-9AA40D65,requesting additional IntelliJ IDEA seat for new Customer Support hire,Service Request,Software License Request,P1-Critical,Senior Manager,Data Science,2025-08-05T21:59:57
TCK-8BD4C10E,"please install Outlook, required for open a file on current project",Service Request,Software Installation Request,P3-Medium,Associate,Finance,2026-06-08T14:18:18
TCK-D370A36D,requesting Reginald be added as owner of Legal DL,Service Request,Distribution List / Mailbox Request,P3-Medium,Senior Manager,Customer Support,2026-06-04T08:55:10
TCK-34B8FDE8,"Getting a white screen / blank page in PowerBI, cleared cache already",Incident,Application Crash or Error,P1-Critical,Associate,Engineering,2026-01-09T01:45:49
TCK-2DAF1606,"Excel freezes when i try to submit the deliverable, need this fixed before EOD",Incident,Application Crash or Error,P2-High,Senior Associate,Legal,2025-09-12T16:51:34
TCK-944F8F32,RFC to rotate credentials/certificates on billing system at the earliest,Change Request,Server Configuration Change,P2-High,Senior Manager,Marketing,2025-12-16T17:58:16
TCK-D77B3905,need enterprise license upgrade for Slack for 2 users,Service Request,Software License Request,P3-Medium,Associate,Design,2026-09-10T23:57:36
TCK-B27DE660,raising change request to roll back SAP GUI deployment,Change Request,Application Deployment/Release,P2-High,Manager,Sales,2026-03-06T21:06:01
TCK-C02FD88E,New joiner needs Figma + standard Legal toolset installed,Service Request,Software Installation Request,P1-Critical,Senior Associate,Sales,2025-12-14T16:20:59
TCK-ECEF9D96,"Vpn client shows error 0x80070005 on Windows 10, blocking access to staging server",Incident,Network/VPN Connectivity Issue,P1-Critical,Senior Manager,Legal,2025-04-04T19:41:53
TCK-BF8AFD28,need Git client installed on my laptop for Legal work,Service Request,Software Installation Request,P3-Medium,Associate,Finance,2025-11-10T01:11:16
TCK-3BD8128A,requesting additional Slack seat for new DevOps hire,Service Request,Software License Request,P4-Low,Director,Legal,2025-09-11T00:56:23
TCK-3469D622,need enterprise license upgrade for Slack for 5 users,Service Request,Software License Request,P4-Low,Associate,Marketing,2025-07-04T10:19:31
TCK-9EF8A34A,"WinSCP crashes every time i run a report, error code 0x80070005",Incident,Application Crash or Error,P2-High,Senior Manager,QA,2025-12-17T17:44:42
TCK-3E91F5C0,"Adobe Photoshop freezes when i try to submit the deliverable, need this fixed",Incident,Application Crash or Error,P3-Medium,Associate,QA,2025-05-08T13:24:42
TCK-6F6140D7,requesting approval to add new column to prod database schema today if possible,Change Request,Database Schema/Deployment Change,P2-High,Team Lead,QA,2025-11-27T02:38:31
TCK-E33BC28B,requesting additional VS Code seat for new Marketing hire,Service Request,Software License Request,P4-Low,Manager,Finance,2026-01-24T23:21:34
TCK-D2793B50,"Can someone set up SAP GUI on my machine urgently, blocking a client deliverable",Service Request,Software Installation Request,P4-Low,Associate,QA,2026-03-17T21:13:26
TCK-AA11CF63,Need a new distribution list set up for the Sales project,Service Request,Distribution List / Mailbox Request,P4-Low,Director,Legal,2025-09-06T10:30:20
TCK-8C322EF2,need SAP GUI installed on my laptop for Sales work,Service Request,Software Installation Request,P3-Medium,Associate,Marketing,2025-05-26T10:25:58
TCK-EF3EAC0F,Docker Desktop is throwing an exception on startup since this morning,Incident,Application Crash or Error,P2-High,Senior Associate,Data Science,2025-04-30T16:54:03
TCK-F2F6988A,requesting installation of MS Teams - approved by Gary,Service Request,Software Installation Request,P1-Critical,Senior Manager,QA,2026-04-29T09:09:21
TCK-21A7A63C,"Laptop battery draining within 6 mins, needs replacement",Incident,Hardware Malfunction,P2-High,Associate,Engineering,2025-11-23T06:43:54
TCK-B2FB42F8,Requesting Stephanie be added as owner of Sales DL,Service Request,Distribution List / Mailbox Request,P4-Low,Manager,Procurement,2025-08-07T19:11:13
TCK-035F6E0F,"please install VS Code, required for open a file on current project",Service Request,Software Installation Request,P4-Low,Associate,Marketing,2026-04-05T08:46:21
TCK-8A3D6E9A,"SAP GUI freezes when i try to push code, need this fixed",Incident,Application Crash or Error,P2-High,Senior Associate,Finance,2025-08-31T00:24:35
TCK-06B78628,Need firewall rule opened for port 28 to CRM,Change Request,Firewall/Network Change,P2-High,Senior Manager,Marketing,2026-06-03T05:28:56
TCK-86B67255,need read/write access to internal wiki for Data Science project,Service Request,Access/Permission Request,P3-Medium,VP,Engineering,2026-02-19T16:49:28
TCK-077ACE9F,"Locked out of my account after 7 failed attempts,",Incident,Login/Authentication Failure,P3-Medium,Team Lead,Procurement,2026-02-23T03:00:42
TCK-B418DAEA,"Git client freezes when i try to open a file, need this fixed",Incident,Application Crash or Error,P2-High,Team Lead,Design,2025-06-06T02:41:46
TCK-F02C99C5,requesting additional SAP GUI seat for new Marketing hire,Service Request,Software License Request,P2-High,Senior Manager,Data Science,2026-04-04T22:30:50
TCK-286BE7A6,Requesting additional Git client seat for new Procurement hire,Service Request,Software License Request,P1-Critical,Team Lead,Engineering,2026-01-22T10:02:20
TCK-D5D293A4,"Putty crashes every time i join the client call, error code 0x80070005",Incident,Application Crash or Error,P2-High,Team Lead,Sales,2025-11-18T04:45:25
TCK-7199D32C,need Outlook installed on my laptop for Data Science work,Service Request,Software Installation Request,P4-Low,Associate,Legal,2025-11-06T23:58:13
TCK-D27235C8,"vpn client shows error DNS_PROBE_FAILED on Linux, blocking access to billing system",Incident,Network/VPN Connectivity Issue,P2-High,Senior Associate,Engineering,2026-06-01T02:57:44
TCK-438F1749,"need an external monitor for wfh setup, approved by William",Service Request,New Hardware/Peripheral Request,P4-Low,Team Lead,Marketing,2026-08-25T10:52:21
TCK-56DCD08A,"Anaconda freezes when i try to export data, need this fixed asap",Incident,Application Crash or Error,P2-High,Team Lead,HR,2025-08-28T00:04:06
TCK-4688247A,Requesting additional Tableau seat for new Customer Support hire,Service Request,Software License Request,P4-Low,Associate,Marketing,2025-08-05T15:25:31
TCK-A7E8AA30,requesting Brandon be added as owner of Sales DL,Service Request,Distribution List / Mailbox Request,P4-Low,Manager,Marketing,2026-01-04T17:05:29
TCK-C7D682E0,"please grant access to Jira project repo, approved by Tracey",Service Request,Access/Permission Request,P3-Medium,Associate,QA,2026-01-11T06:10:58
TCK-C16E3CDD,"Locked out of my account after 48 failed attempts, urgently, blocking a client deliverable",Incident,Login/Authentication Failure,P3-Medium,Associate,QA,2026-07-13T18:39:41
TCK-33389649,need read/write access to billing system for Sales project,Service Request,Access/Permission Request,P2-High,Senior Associate,Engineering,2025-03-22T08:16:43
TCK-E2C37E0E,Requesting elevated access to CRM to debug prod issue,Service Request,Access/Permission Request,P1-Critical,Senior Associate,Finance,2026-03-28T14:38:28
TCK-C85F6C04,"need an external monitor for wfh setup, approved by David",Service Request,New Hardware/Peripheral Request,P4-Low,Senior Associate,Customer Support,2026-08-31T22:49:33
TCK-44EF6B63,Requesting elevated access to build pipeline to debug prod issue today if possible,Service Request,VPN Access Setup,P2-High,Associate,Procurement,2025-06-15T03:24:59
TCK-9CE266FF,Need enterprise license upgrade for Adobe Photoshop for 46 users,Service Request,Software License Request,P4-Low,Manager,Procurement,2025-08-17T08:35:20
TCK-B0455929,"Please install Docker Desktop, required for start my shift on current project",Service Request,Software Installation Request,P3-Medium,Associate,DevOps,2025-06-07T07:56:38
TCK-E3675A9C,"Please install Zoom, required for submit the deliverable on current project",Service Request,Software Installation Request,P1-Critical,Manager,DevOps,2025-09-18T04:12:25
TCK-E5E38B8B,need Adobe Photoshop installed on my laptop for Design work,Service Request,Software Installation Request,P4-Low,Team Lead,Design,2025-07-03T06:50:28
TCK-9B6DEA7C,Offboarding: revoke billing system access for exiting team member,Admin,Employee Offboarding/Asset Return,P3-Medium,Associate,HR,2025-08-08T04:16:17
TCK-5125C26C,"Please grant access to GitHub repo repo, approved by Kayla",Service Request,Access/Permission Request,P4-Low,Team Lead,Marketing,2025-11-16T08:06:32
TCK-C68EFD44,Requesting installation of Postman - approved by William,Service Request,Software Installation Request,P4-Low,Associate,Design,2025-09-05T08:19:19
TCK-6C02FB51,"please install Adobe Photoshop, required for submit the deliverable on current project",Service Request,Software Installation Request,P4-Low,Manager,Customer Support,2026-02-19T13:42:35
TCK-09BD5920,"Locked out of my account after 35 failed attempts,",Incident,Login/Authentication Failure,P1-Critical,Manager,Data Science,2025-10-23T22:43:43
TCK-7C886915,Excel is throwing an exception on startup since after the last update,Incident,Application Crash or Error,P3-Medium,Senior Associate,Customer Support,2025-11-16T01:15:12
TCK-E0E9FD00,Need enterprise license upgrade for Excel for 5 users,Service Request,Software License Request,P4-Low,Team Lead,HR,2026-08-28T06:31:49
TCK-DCA5C08E,need enterprise license upgrade for Adobe Photoshop for 26 users,Service Request,Software License Request,P4-Low,Team Lead,Engineering,2026-04-20T18:43:40
TCK-DE573746,need IntelliJ IDEA installed on my laptop for Sales work,Service Request,Software Installation Request,P4-Low,Senior Associate,QA,2026-07-07T20:54:32
TCK-A395BFDD,need enterprise license upgrade for Postman for 2 users,Service Request,Software License Request,P4-Low,Associate,Design,2025-11-19T05:44:00
TCK-D3B2F633,can someone set up Salesforce on my machine before EOD,Service Request,Software Installation Request,P4-Low,Senior Associate,HR,2025-07-03T20:24:28
TCK-82056B06,"need an external monitor for wfh setup, approved by Rachel",Service Request,New Hardware/Peripheral Request,P4-Low,Senior Manager,Marketing,2026-08-27T22:12:44
TCK-42B32A07,"Salesforce lost all my unsaved work after crashing, please help",Incident,Application Crash or Error,P3-Medium,Associate,Finance,2025-04-28T18:36:28
TCK-FD76BEC6,"requesting deployment window for Adobe Photoshop hotfix urgently, blocking a client deliverable",Change Request,Application Deployment/Release,P2-High,Associate,Legal,2025-05-10T19:40:10
TCK-CA5BA0E7,requesting deployment window for VS Code hotfix at the earliest,Change Request,Application Deployment/Release,P2-High,Senior Manager,Data Science,2025-09-15T00:05:53
TCK-A73BB6AA,"Requesting a new laptop, current one is 18 years old and slow",Service Request,New Hardware/Peripheral Request,P4-Low,Associate,Data Science,2026-07-03T05:28:34
TCK-D7F4FC67,"Vpn client shows error 500 on macOS, blocking access to client SFTP",Incident,Network/VPN Connectivity Issue,P2-High,Associate,DevOps,2026-07-21T22:31:44
TCK-7B1992C6,"New hire joining Engineering on yesterday, needs full IT setup",Admin,New Hardware/Peripheral Request,P3-Medium,Senior Associate,Data Science,2025-07-27T19:48:16
TCK-8DA7026F,"need an external monitor for wfh setup, approved by Yvette",Service Request,New Hardware/Peripheral Request,P4-Low,Senior Associate,Finance,2025-07-16T22:08:42
TCK-2444FA8E,Need SAP GUI installed on my laptop for Marketing work,Service Request,Software Installation Request,P4-Low,Senior Associate,Data Science,2025-11-02T07:22:41
TCK-50E393BB,"please grant access to Jira project repo, approved by Douglas",Service Request,Access/Permission Request,P3-Medium,Senior Manager,QA,2026-03-06T15:22:52
TCK-7F481F8F,requesting elevated access to client SFTP to debug prod issue,Service Request,Access/Permission Request,P3-Medium,Manager,DevOps,2026-07-14T00:25:51
TCK-5A1F2F46,"Laptop battery draining within 15 mins, needs replacement",Incident,Hardware Malfunction,P1-Critical,Team Lead,Legal,2026-01-23T14:08:38
TCK-E6509432,Requesting Robert be added as owner of Customer Support DL,Service Request,Distribution List / Mailbox Request,P4-Low,Team Lead,DevOps,2026-02-01T20:35:46
TCK-96A5629B,Need firewall rule opened for port 16 to prod database,Change Request,Firewall/Network Change,P2-High,Team Lead,Procurement,2026-01-18T05:20:43
TCK-84D45B5E,please enable vpn for contractor working with QA team,Service Request,Network/VPN Connectivity Issue,P2-High,Team Lead,Sales,2026-05-29T21:07:12
TCK-6D18D481,Please remove me from the old QA mailing list,Service Request,Distribution List / Mailbox Request,P4-Low,Senior Associate,Sales,2026-01-25T11:10:35
TCK-46AB6848,"Putty freezes when i try to open a file, need this fixed",Incident,Application Crash or Error,P2-High,Associate,QA,2026-05-10T00:41:11
TCK-C67B1986,Outlook calendar not showing meeting invites from QA team,Incident,Email/Outlook Issue,P2-High,Associate,Design,2025-11-02T16:00:06
TCK-88C097A9,need firewall rule opened for port 5 to billing system,Change Request,Firewall/Network Change,P2-High,Associate,DevOps,2026-07-11T18:17:59
TCK-A6EAE687,"Vpn client shows error 0x8007045 on macOS, blocking access to staging server",Incident,Network/VPN Connectivity Issue,P3-Medium,Associate,Marketing,2026-04-20T08:32:28
TCK-9EF517D8,Need a docking station for the Finance team's new hires,Service Request,New Hardware/Peripheral Request,P4-Low,Senior Associate,Legal,2026-08-25T01:29:31
TCK-53EB1111,"need a license for Excel, trial about to expire",Service Request,Software License Request,P1-Critical,Director,Procurement,2025-11-15T05:26:24
TCK-00B90137,Need a new distribution list set up for the Data Science project,Service Request,Distribution List / Mailbox Request,P4-Low,Team Lead,Design,2025-05-04T04:00:25
TCK-697E51D8,need approval to deploy IntelliJ IDEA config change to prod,Change Request,Application Deployment/Release,P3-Medium,Associate,Finance,2025-03-21T03:13:19
TCK-0AB0223C,Requesting installation of Adobe Photoshop - approved by James,Service Request,Software Installation Request,P4-Low,Manager,Marketing,2025-07-09T09:04:05
TCK-F68F65A1,"new hire joining Procurement on after the last update, needs full IT setup",Admin,Employee Onboarding Setup,P3-Medium,Senior Associate,Data Science,2025-11-08T06:59:39
TCK-392A8912,"need an external monitor for wfh setup, approved by Ernest",Service Request,New Hardware/Peripheral Request,P4-Low,Team Lead,HR,2025-07-10T11:25:35
TCK-2F2CDC2C,"please install PowerBI, required for export data on current project",Service Request,Software Installation Request,P3-Medium,Associate,Design,2025-06-14T09:30:59
TCK-430D0EAB,Need enterprise license upgrade for Slack for 9 users,Service Request,Software License Request,P4-Low,Manager,Finance,2025-04-13T23:41:30
TCK-2A19B59E,"requesting a new laptop, current one is 13 years old and slow",Service Request,New Hardware/Peripheral Request,P2-High,Senior Manager,DevOps,2025-07-08T12:14:49
TCK-7188B2BA,RFC for production release of SAP GUI v42.0 this sprint,Change Request,Application Deployment/Release,P2-High,Team Lead,DevOps,2026-07-20T00:23:43
TCK-FAE2B3A1,Offboarding: revoke build pipeline access for exiting team member today if possible,Admin,Employee Offboarding/Asset Return,P3-Medium,Senior Associate,Legal,2025-10-18T01:47:13
TCK-D8C951F4,need IntelliJ IDEA installed on my laptop for Engineering work,Service Request,Software Installation Request,P2-High,Associate,Data Science,2026-08-06T11:16:41
TCK-D10C4896,"Our team's VS Code license renewal is due, please process",Service Request,Software License Request,P4-Low,Manager,Marketing,2025-04-07T18:28:34
TCK-9BB02A7C,"Please install Salesforce, required for join the client call on current project",Service Request,Software Installation Request,P4-Low,Director,Design,2026-02-07T03:08:41
TCK-E3641D0A,"new hire joining Procurement on since last night, needs full IT setup",Admin,Employee Onboarding Setup,P3-Medium,Senior Manager,Customer Support,2025-11-16T21:01:12
TCK-729B6F93,need enterprise license upgrade for VS Code for 21 users,Service Request,Software License Request,P4-Low,Senior Associate,Sales,2025-06-22T05:31:16
TCK-71DD861E,"Need an external monitor for wfh setup, approved by Ashley",Service Request,New Hardware/Peripheral Request,P4-Low,Manager,QA,2025-09-14T10:36:25
TCK-14B77448,Requesting deployment window for Git client hotfix,Change Request,Application Deployment/Release,P3-Medium,Team Lead,HR,2025-03-24T20:18:01
TCK-5140B42B,VS Code is throwing an exception on startup since for the past 2 days,Incident,Application Crash or Error,P2-High,Team Lead,Engineering,2025-12-04T08:50:23
TCK-2891ECB6,need firewall rule opened for port 27 to build pipeline,Change Request,Firewall/Network Change,P3-Medium,Director,Engineering,2026-07-06T23:55:38
TCK-EFDBC0FB,Need enterprise license upgrade for VS Code for 28 users,Service Request,Software License Request,P4-Low,Senior Associate,Legal,2025-05-24T12:54:41
TCK-86C1C7E8,Need Zoom installed on my laptop for HR work,Service Request,Software Installation Request,P4-Low,Associate,Customer Support,2026-01-08T21:58:57
TCK-116CF568,Need Slack installed on my laptop for HR work,Service Request,Software License Request,P3-Medium,Team Lead,Marketing,2026-04-29T13:07:02
TCK-508A5547,New joiner needs Excel + standard Sales toolset installed,Service Request,Software Installation Request,P4-Low,Manager,Legal,2025-04-30T23:42:48
TCK-38A2FFD9,"Hi, my VPN keeps disconnecting every hour, can't run a report",Incident,Network/VPN Connectivity Issue,P2-High,Senior Associate,Finance,2025-08-08T11:17:01
TCK-63C9C9E4,"Please install Docker Desktop, required for submit the deliverable on current project",Service Request,Software Installation Request,P3-Medium,Team Lead,Engineering,2025-11-19T01:03:28
TCK-732A41AC,"MS Teams crashes every time i run a report, error code TLS_ERROR",Incident,Application Crash or Error,P2-High,Senior Manager,Design,2025-09-07T06:33:05
TCK-3114B2D0,requesting network change to allow WinSCP traffic through proxy,Change Request,Firewall/Network Change,P3-Medium,Manager,Engineering,2026-07-20T20:25:08
TCK-97693DA7,RFC for production release of VS Code v18.0 this sprint,Change Request,Application Deployment/Release,P3-Medium,Team Lead,Engineering,2026-04-11T22:20:58
TCK-D8BB3B32,Can someone set up Zoom on my machine asap,Service Request,Software Installation Request,P3-Medium,Associate,Engineering,2025-08-30T22:15:15
TCK-ECC3C4BF,requesting Adrian be added as owner of QA DL,Service Request,Distribution List / Mailbox Request,P4-Low,Team Lead,Marketing,2026-08-27T07:34:04
TCK-6712D589,Need firewall rule opened for port 44 to analytics dashboard,Change Request,Firewall/Network Change,P2-High,Senior Associate,Sales,2026-02-23T18:24:04
TCK-117BC7BB,new joiner needs Tableau + standard Sales toolset installed,Service Request,Software Installation Request,P3-Medium,Team Lead,Engineering,2026-06-27T17:05:31
TCK-002D24C9,"Git client crashes every time i start my shift, error code DNS_PROBE_FAILED",Incident,Application Crash or Error,P2-High,Senior Manager,Customer Support,2025-07-24T20:57:48
TCK-C1632DC0,"Requesting a new laptop, current one is 47 years old and slow",Service Request,New Hardware/Peripheral Request,P4-Low,Manager,Procurement,2025-12-13T12:03:54
TCK-EEAEDB71,Requesting Edward be added as owner of Data Science DL,Service Request,Distribution List / Mailbox Request,P3-Medium,Team Lead,Engineering,2025-12-23T10:57:20
TCK-9554D7F9,need Adobe Photoshop installed on my laptop for Engineering work,Service Request,Software Installation Request,P3-Medium,Manager,Customer Support,2025-08-04T05:56:59
TCK-3965C738,"Zoom freezes when i try to submit the deliverable, need this fixed before EOD",Incident,Application Crash or Error,P3-Medium,Team Lead,Marketing,2025-06-04T17:49:25
TCK-277A56B5,RFC for production release of WinSCP v24.0 this sprint,Change Request,Application Deployment/Release,P2-High,Associate,QA,2025-11-20T12:02:55
TCK-B7F0C470,"Please install VS Code, required for run a report on current project",Service Request,Software Installation Request,P3-Medium,Team Lead,Customer Support,2026-04-02T06:46:14
TCK-D3F03D4A,"Locked out of my account after 45 failed attempts,",Incident,Login/Authentication Failure,P1-Critical,Associate,DevOps,2026-06-30T17:25:31
TCK-56CE331F,RFC for production release of WinSCP v23.0 this sprint,Change Request,Application Deployment/Release,P2-High,Senior Associate,Engineering,2025-09-23T21:10:09
TCK-58FA14C2,"vpn client shows error TLS_ERROR on Windows 11, blocking access to staging server",Incident,Network/VPN Connectivity Issue,P2-High,Senior Manager,Design,2025-05-27T15:24:57
TCK-476825E7,Requesting additional Slack seat for new DevOps hire,Service Request,Software License Request,P3-Medium,Associate,Finance,2025-05-16T13:18:39
TCK-A86507C9,"hi, toner/ink warning on ground floor printer, needs replacement",Incident,Printer Not Working,P2-High,Senior Associate,Procurement,2026-03-08T18:46:44
TCK-95C19ED4,need Tableau installed on my laptop for Finance work,Service Request,Software Installation Request,P3-Medium,Associate,DevOps,2026-01-10T23:51:28
TCK-87E6D1E2,"laptop battery draining within 25 mins, needs replacement",Incident,Hardware Malfunction,P2-High,Manager,Sales,2025-09-03T20:51:39
TCK-7C8A8EB0,"please grant access to CRM repo, approved by Cynthia",Service Request,Access/Permission Request,P2-High,Senior Associate,Finance,2025-11-23T13:20:39
